stars,asin-local-avp-full,asin-local-avp-otr,asin-local-noavp-full,ps-local-avp-full,ps-local-avp-otr,ps-local-noavp-full,asin-nolocal-avp-full,asin-nolocal-avp-otr,ps-nolocal-avp-full,ps-nolocal-avp-otr
1,17314510,17273758,17518796,18097555,16346745,14468665,13436025,12497963,10779160,8928759,7105097,5445582,4513522,3493661,2696950,1759132,994067,493932,284467
2,17333637,17252925,17402474,18119828,16738956,14751901,13572135,12699486,11103110,9245644,7404596,5652053,4611832,3589547,2756503,1832671,1031252,496283,290396
3,17309347,17241043,17329890,18006076,17146912,15074831,13712393,12860762,11430728,9561223,7704810,5900595,4697462,3706117,2805444,1912831,1072847,507823,294994
4,17240518,17236778,17291927,17806344,17525805,15429819,13870533,12994475,11748126,9876810,8006479,6179657,4787311,3833079,2853004,1993863,1119013,525567,300000
5,17126610,17237068,17266480,17602425,17809769,15805016,14065051,13120828,12034508,10195079,8312316,6470614,4906585,3954731,2912039,2068284,1170440,547520,306124
